"stop,name_tc,name_en"
"002792,""太古城太湖閣, 太古城道"",""Tai Woo Mansion Taikoo Shing, Taikoo Shing Road"""
"002794,""維景臺, 天后廟道"",""Victoria Tower, Tin Hau Temple Road"""
"002795,""威景臺, 天后廟道"",""Viking Villas, Tin Hau Temple Road"""
"002799,鰂魚涌,Quarry Bay"
"002800,北角 (健康中街),North Point (Healthy Street Central)"
"002801,北角 (百福道),North Point (Pak Fuk Road)"
"002802,安業街,On Yip Street"
"002803,""環翠邨停車場, 連城道"",""Wan Tsui Carpark, Lin Shing Road"""
"002804,""華人永遠墳場, 連城道"",""Chinese Permanent Cemetery, Lin Shing Road"""
"002805,""西灣國殤紀念墳場, 歌連臣角道"",""Sai Wan War Cemetery, Cape Collinson Road"""
"002806,""佛教墳場, 歌連臣角道"",""Buddhist Cemetery, Cape Collinson Road"""
"002807,""歌連臣角火葬場, 歌連臣角道"",""Cape Collinson Crematorium, Cape Collinson Road"""
"002808,""蘇屋邨海棠樓, 長發街"",""Begonia House So Uk Estate, Cheung Fat Street"""
"002809,""九江街, 青山道"",""Kiu Kiang Street, Castle Peak Road"""
"002810,""怡靖苑, 長沙灣道"",""Yee Ching Court, Cheung Sha Wan Road"""
"002811,""白加士街, 佐敦道"",""Parkes Street, Jordan Road"""
"002812,""聖公會基愛小學, 廣利道"",""SKH Kei Oi Primary School, Kwong Lee Road"""
"002813,""寶熙苑, 保安道"",""Po Hei Court, Po On Road"""
"002814,""順寧道, 東京街"",""Shun Ning Road, Tonkin Street"""
"002815,""福榮街, 欽州街"",""Fuk Wing Street, Yen Chow Street"""
"002816,""大南西街, 荔枝角道"",""Tai Nan West Street, Lai Chi Kok Road"""
"002817,""奶路臣街, 彌敦道"",""Nelson Street, Nathan Road"""
"002818,""港九潮州公學, 洗衣街"",""HK & Kowloon Chiu Chow School, Sai Yee Street"""
"002819,""伊利沙伯中學, 洗衣街"",""Queen Elizabeth School, Sai Yee Street"""
"002820,""太子站, 通菜街"",""Prince Edward Station, Tung Choi Street"""
"002821,""大坑東遊樂場, 大坑東道"",""Tai Hang Tung Recreation Ground, Tai Hang Tung Road"""
"002822,""協同中學, 大坑東道"",""Concordia Lutheran School, Tai Hang Tung Road"""
"002823,""石硤尾站, 窩仔街"",""Shek Kip Mei Station, Woh Chai Street"""
"002824,""白田邨瑞田樓, 南昌街"",""Shui Tin House Pak Tin Estate, Nam Cheong Street"""
"002825,白田邨,Pak Tin Estate"
"002826,""白田邨康田樓, 白雲街"",""Hong Tin House Pak Tin Estate, Pak Wan Street"""
"002827,""白田邨麗田樓, 偉倫街"",""Lai Tin House Pak Tin Estate, Wai Lun Street"""
"002829,""聖方濟愛德小學, 南昌街"",""St. Francis of Assisi's Caritas School, Nam Cheong Street"""
"002830,""石硤尾站, 窩仔街"",""Shek Kip Mei Station, Woh Chai Street"""
"002831,""大坑西新邨民樂樓, 窩仔街"",""Man Lok House Tai Hang Sai Estate, Woh Chai Street"""
"002832,""協同中學, 大坑東道"",""Concordia Lutheran School, Tai Hang Tung Road"""
"002833,""大坑東遊樂場, 大坑東道"",""Tai Hang Tung Recreation Ground, Tai Hang Tung Road"""
"002834,勵德街,Knight Street"
"002835,""協和小學, 太子道西"",""Heep Woh Primary School, Prince Edward Road West"""
"002836,蘇屋邨,So Uk Estate"
"002837,香港體育館,Hong Kong Coliseum"
"002838,""柯士甸道, 廣東道"",""Austin Road, Canton Road"""
"002839,""大南西街, 青山道"",""Tai Nan West Street, Castle Peak Road"""
"002840,""福華街, 青山道"",""Fuk Wa Street, Castle Peak Road"""
"002841,""昌華街, 青山道"",""Cheung Wah Street, Castle Peak Road"""
"002842,""長發街, 青山道"",""Cheung Fat Street, Castle Peak Road"""
"002843,""東京街, 青山道"",""Tonkin Street, Castle Peak Road"""
"002844,澤安邨,Chak On Estate"
"002845,""蘇屋邨杜鵑樓, 保安道"",""Azalea House So Uk Estate, Po On Road"""
"002846,""興華街, 長沙灣道"",""Hing Wah Street, Cheung Sha Wan Road"""
"002847,荔枝角,Lai Chi Kok"
"002848,""蘭秀道, 美荔道"",""Nassau Street, Mei Lai Road"""
"002849,西洋菜南街,Sai Yeung Choi Street South"
"002850,櫸樹街,Beech Street"
"002851,旺角道,Mong Kok Road"
"002852,""蘭秀道, 美荔道"",""Nassau Street, Mei Lai Road"""
"002853,""荔灣道, 美荔道"",""Lai Wan Road, Mei Lai Road"""
"002854,""南昌站, 深旺道"",""Nam Cheong Station, Sham Mong Road"""
"002855,""南昌邨, 欽州街西"",""Nam Cheong Estate, Yen Chow Street West"""
"002856,""醫局街, 欽州街"",""Yee Kuk Street, Yen Chow Street"""
"002857,""深水埗公立醫局, 南昌街"",""Chinese Public Dispensary Sham Shui Po, Nam Cheong Street"""
"002858,""洋松街休憩公園, 大角咀道"",""Larch Street Sitting Out Area, Tai Kok Tsui Road"""
"002859,""新九龍廣場, 大角咀道"",""New Kowloon Plaza, Tai Kok Tsui Road"""
"002860,""富榮花園, 海泓道"",""Charming Garden, Hoi Wang Road"""
"002862,""柯士甸站, 佐敦道"",""Austin Station, Jordan Road"""
"002863,渡船街,Ferry Street"
"002864,""富榮花園, 海泓道"",""Charming Garden, Hoi Wang Road"""
"002865,""大同新邨, 大角咀道"",""Cosmopolitan Estates, Tai Kok Tsui Road"""
"002866,""福利街, 大角咀道"",""Fuk Lee Street, Tai Kok Tsui Road"""
"002867,""南昌街, 海壇街"",""Nam Cheong Street, Hai Tan Street"""
"002869,""北河街, 元州街"",""Pei Ho Street, Un Chau Street"""
"002870,""營盤街, 元州街"",""Camp Street, Un Chau Street"""
"002872,""寶血醫院, 青山道"",""Precious Blood Hospital, Castle Peak Road"""
"002873,""石硤尾街, 大埔道"",""Shek Kip Mei Street, Tai Po Road"""
"002874,""西洋菜里, 大埔道"",""Sai Yeung Choi Lane, Tai Po Road"""
"002875,""九龍醫院主座及西翼大樓, 亞皆老街"",""Kowloon Hospital Main Building and West Wing, Argyle Street"""
"002876,""柏景灣, 海泓道"",""Park Avenue, Hoi Wang Road"""
"002877,""海富苑, 海泓道"",""Hoi Fu Court, Hoi Wang Road"""
"002878,""帝柏海灣, 櫻桃街"",""Central Park, Cherry Street"""
"002879,""桂林街, 海壇街"",""Kweilin Street, Hai Tan Street"""
"002881,""泓景臺, 深盛路"",""Banyan Garden, Sham Shing Road"""
"002882,""海達邨, 深旺道"",""Hoi Tat Estate, Sham Mong Road"""
"002884,""大南街, 欽州街"",""Tai Nan Street, Yen Chow Street"""
"002885,""長沙灣徑, 長沙灣道"",""Cheung Sha Wan Path, Cheung Sha Wan Road"""
"002887,""東京街, 青山道"",""Tonkin Street, Castle Peak Road"""
"002888,""朗豪坊, 上海街"",""Langham Place, Shanghai Street"""
"002889,""啟業邨, 觀塘道"",""Kai Yip Estate, Kwun Tong Road"""
"002890,""泓景臺, 深盛路"",""Banyan Garden, Sham Shing Road"""
"002891,海麗邨,Hoi Lai Estate"
"002897,""南昌公園, 深旺道"",""Nam Cheong Park, Sham Mong Road"""
"002898,""亞皆老街, 上海街"",""Argyle Street, Shanghai Street"""
"002899,""長沙街, 上海街"",""Changsha Street, Shanghai Street"""
"002900,""碧街, 上海街"",""Pitt Street, Shanghai Street"""
"002901,""永星里, 上海街"",""Wing Sing Lane, Shanghai Street"""
"002902,""西貢街, 上海街"",""Saigon Street, Shanghai Street"""
"002903,""茵怡花園, 寶康路"",""Verbena Heights, Po Hong Road"""
"002905,""將軍澳游泳池, 寶順路"",""Tseung Kwan O Swimming Pool, Po Shun Road"""
"002906,""TKO Spot, 唐明街"",""TKO Spot, Tong Ming Street"""
"002908,""欣明苑, 欣景路"",""Yan Ming Court, Yan King Road"""
"002910,""明德邨, 寶寧路"",""Ming Tak Estate, Po Ning Road"""
"002911,""將軍澳醫院主座大樓, 寶寧路"",""Tseung Kwan O Hospital Main Block, Po Ning Road"""
"002912,""晏架街, 塘尾道"",""Anchor Street, Tong Mi Road"""
"002913,""調景嶺站, 景嶺路"",""Tiu Keng Leng Station, King Ling Road"""
"002914,迪士尼樂園,Disneyland"
"002915,""將軍澳天主教小學, 唐賢街"",""Tseung Kwan O Catholic Primary School, Tong Yin Street"""
"002916,""彩明苑彩貴閣, 彩明街"",""Choi Kwai House Choi Ming Court, Choi Ming Street"""
"002917,調景嶺站,Tiu Keng Leng Station"
"002918,將軍澳站,Tseung Kwan O Station"
"002919,""峻瀅, 環保大道"",""The Beaumount, Wan Po Road"""
"002920,""MEGA Plus 數據中心, 環保大道"",""MEGA Plus Data Centre, Wan Po Road"""
"002921,""數據技術中心, 駿日街"",""DT Hub, Chun Yat Street"""
"002922,""先進製造業中心, 駿日街"",""Advanced Manufacturing Centre, Chun Yat Street"""
"002923,將軍澳工業邨,Tseung Kwan O Industrial Estate"
"002924,駿宏街,Chun Wang Street"
"002925,駿才街,Chun Choi Street"
"002926,駿盈街,Chun Ying Street"
"002927,""先進製造業中心, 駿光街"",""Advanced Manufacturing Centre, Chun Kwong Street"""
"002928,""日出康城領都, 環保大道"",""Le Prestige LOHAS Park, Wan Po Road"""
"002929,""日出康城首都, 環保大道"",""The Capitol LOHAS Park, Wan Po Road"""
"002930,""邵氏影城, 環保大道"",""Shaw Studios, Wan Po Road"""
"002931,清水灣半島,Oscar By The Sea"
"002932,""靈實醫院, 靈康路"",""Haven of Hope Hospital, Ling Hong Road"""
"002933,""佛教志蓮小學, 唐俊街"",""Chi Lin Buddhist Primary School, Tong Chun Street"""
"002934,""香港仔中心, 成都道"",""Aberdeen Centre, Chengtu Road"""
"002935,""海怡半島美康閣, 海怡路"",""Mei Hong Court South Horizons, South Horizon Drive"""
"002936,""海怡半島怡韻閣, 海怡路"",""Yee Wan Court South Horizons, South Horizon Drive"""
"002937,""斜炮頂, 黃麻角道"",""Che Pau Teng, Wong Ma Kok Road"""
"002938,""漁暉苑景暉閣, 漁光道"",""King Fai House Yue Fai Court, Yue Kwong Road"""
"002939,石澳,Shek O"
"002940,""爛泥灣, 石澳道"",""Lan Nai Wan, Shek O Road"""
"002941,""土地灣, 石澳道"",""To Tei Wan, Shek O Road"""
"002942,""石礦場, 石澳道"",""Quarry, Shek O Road"""
"002943,""石澳道 4 號, 石澳道"",""4 Shek O Road, Shek O Road"""
"002944,""石澳道 1 號, 石澳道"",""1 Shek O Road, Shek O Road"""
"002945,""大浪灣道, 石澳道"",""Big Wave Bay Road, Shek O Road"""
"002946,""石澳警署, 石澳道"",""Shek O Police Station, Shek O Road"""
"002947,""石澳警署, 石澳道"",""Shek O Police Station, Shek O Road"""
"002948,""石澳道21號, 石澳道"",""21 Shek O Road, Shek O Road"""
"002949,""石澳道 1 號, 石澳道"",""1 Shek O Road, Shek O Road"""
"002950,""石澳道 4 號, 石澳道"",""4 Shek O Road, Shek O Road"""
"002951,""石礦場, 石澳道"",""Quarry, Shek O Road"""
"002952,""土地灣, 石澳道"",""To Tei Wan, Shek O Road"""
"002953,""爛泥灣, 石澳道"",""Lan Nai Wan, Shek O Road"""
"002954,大浪灣,Big Wave Bay"
"002955,""鶴咀, 鶴咀道"",""Cape D'Aguilar, Cape D'Aguilar Road"""
"002956,鴨脷洲 (利景街),Ap Lei Chau (Lee King Street)"
"002957,""箕璉坊, 藍塘道"",""Green Lane, Blue Pool Road"""
"002958,""金碧別墅, 藍塘道"",""Villa Dorada, Blue Pool Road"""
"002959,""千葉居, 藍塘道"",""Billion Terrace, Blue Pool Road"""
"002960,""箕璉閣, 藍塘道"",""Green Lane Court, Blue Pool Road"""
"002961,""安慧苑, 藍塘道"",""Envoy Garden, Blue Pool Road"""
"002962,""景隆街, 告士打道"",""Cannon Street, Gloucester Road"""
"002964,""香港會議展覽中心, 港灣道"",""HK Convention & Exhibition Centre, Harbour Road"""
"002965,""瑞安中心, 港灣道"",""Shui On Centre, Harbour Road"""
"002967,""金星大廈, 駱克道"",""Golden Star Building, Lockhart Road"""
"002968,""南洋酒店, 摩理臣山道"",""South Pacific Hotel, Morrison Hill Road"""
"002972,""跑馬地 (上), 大坑道"",""Happy Valley (Upper), Tai Hang Road"""
"002974,勵德邨,Lai Tak Tsuen"
"002976,""景泰街, 太子道東"",""King Tai Street, Prince Edward Road East"""
"002977,觀塘 (裕民坊),Kwun Tong (Yue Man Square)"
"002978,""牛頭角下邨, 牛頭角道"",""Lower Ngau Tau Kok Estate, Ngau Tau Kok Road"""
"002979,""淘大花園, 牛頭角道"",""Amoy Gardens, Ngau Tau Kok Road"""
"002980,黃大仙,Wong Tai Sin"
"002981,""宋皇臺道, 馬頭涌道"",""Sung Wong Toi Road, Ma Tau Chung Road"""
"002982,""獲嘉道, 蕪湖街"",""Walker Road, Wuhu Street"""
"002983,""佛光街, 馬頭圍道"",""Fat Kwong Street, Ma Tau Wai Road"""
"002984,""北拱街, 馬頭圍道"",""Pak Kung Street, Ma Tau Wai Road"""
"002985,""石塘街, 馬頭圍道"",""Shek Tong Street, Ma Tau Wai Road"""
"002986,""浙江街, 土瓜灣道"",""Chi Kiang Street, To Kwa Wan Road"""
"002987,""落山道, 土瓜灣道"",""Lok Shan Road, To Kwa Wan Road"""
"002988,""中華煤氣公司, 馬頭角道"",""China Gas Company, Ma Tau Kok Road"""
"002989,""欣榮花園, 馬頭角道"",""Jubilant Place, Ma Tau Kok Road"""
"002990,""馬頭角道, 馬頭涌道"",""Ma Tau Kok Road, Ma Tau Chung Road"""
"002991,""王仲銘中學, 彩虹道"",""Wong Chung Ming Secondary School, Choi Hung Road"""
"002992,大成街,Tai Shing Street"
"002993,""黃大仙下邨龍慧樓, 東頭村道"",""Lung Wai House Lower Wong Tai Sin Estate, Tung Tau Tsuen Road"""
"002994,何文田邨,Ho Man Tin Estate"
"002995,""聖三一堂中學, 忠孝街"",""Holy Trinity Church Secondary School, Chung Hau Street"""
"002996,忠孝街,Chung Hau Street"
"002997,""信用街, 佛光街"",""Shun Yung Street, Fat Kwong Street"""
"002998,海底隧道巴士轉乘站,Cross Harbour Tunnel Bus-Bus Interchange"
"002999,""仁風街, 佛光街"",""Yan Fung Street, Fat Kwong Street"""
"003000,""何文田站, 忠孝街"",""Ho Man Tin Station, Chung Hau Street"""
"003001,""迦密中學, 忠孝街"",""Carmel Secondary School, Chung Hau Street"""
"003002,""愛民邨, 忠孝街"",""Oi Man Estate, Chung Hau Street"""
"003003,""何文田廣場, 常富街"",""Homantin Plaza, Sheung Foo Street"""
"003004,""香港理工大學, 漆咸道南"",""Hong Kong Polytechnic University, Chatham Road South"""
"003005,""東頭邨泰東樓, 彩虹道"",""Tai Tung House Tung Tau Estate, Choi Hung Road"""
"003006,""摩士公園, 鳳舞街"",""Morse Park, Fung Mo Street"""
"003007,""摩士公園體育館, 鳳舞街"",""Morse Park Sports Centre, Fung Mo Street"""
"003008,""東頭邨偉東樓, 東頭村道"",""Wai Tung House Tung Tau Estate, Tung Tau Tsuen Road"""
"003009,""九龍寨城公園, 東頭村道"",""Kowloon Walled City Park, Tung Tau Tsuen Road"""
"003010,""賈炳達道, 聯合道"",""Carpenter Road, Junction Road"""
"003011,""太子道西, 聯合道"",""Prince Edward Road West, Junction Road"""
"003012,""喇沙利道, 太子道西"",""La Salle Road, Prince Edward Road West"""
"003013,""伯爵街, 太子道西"",""Earl Street, Prince Edward Road West"""
"003014,""東頭邨盈東樓, 東頭村道"",""Ying Tung House Tung Tau Estate, Tung Tau Tsuen Road"""
"003015,""聖德肋撒堂, 太子道西"",""St. Teresa's Church, Prince Edward Road West"""
"003016,基堤道,Embankment Road"
"003017,""明愛太子宿舍, 界限街"",""Caritas Dormitory Prince Edward, Boundary Street"""
"003018,""喇沙小學, 界限街"",""La Salle Primary School, Boundary Street"""
"003019,""聖德肋撒醫院, 界限街"",""St. Teresa's Hospital, Boundary Street"""
"003020,""衙前圍道, 嘉林邊道"",""Nga Tsin Wai Road, Grampian Road"""
"003021,""東寶庭道, 嘉林邊道"",""Dumbarton Road, Grampian Road"""
"003022,""九龍寨城公園, 東頭村道"",""Kowloon Walled City Park, Tung Tau Tsuen Road"""
"003023,""美東邨美東樓, 東頭村道"",""Mei Tung House Mei Tung Estate, Tung Tau Tsuen Road"""
"003024,""摩士公園露天劇場, 東頭村道"",""Morse Park Open-Air Theatre, Tung Tau Tsuen Road"""
"003025,""黃大仙下邨龍滿樓, 東頭村道"",""Lung Moon House Lower Wong Tai Sin Estate, Tung Tau Tsuen Road"""
"003026,九龍城碼頭,Kowloon City Ferry Pier"
"003027,""蒲崗村道學校村, 蒲崗村道"",""Po Kong Village Road School Village, Po Kong Village Road"""
"003028,慈雲山 (中),Tsz Wan Shan (Central)"
"003029,""鑽石山火葬場, 蒲崗村道"",""Diamond Hill Crematorium, Po Kong Village Road"""
"003030,""馬頭角道, 馬頭涌道"",""Ma Tau Kok Road, Ma Tau Chung Road"""
"003031,""淘大花園, 牛頭角道"",""Amoy Gardens, Ngau Tau Kok Road"""
"003032,""慈愛苑愛富閣, 慈雲山道"",""Oi Fu House Tsz Oi Court, Tsz Wan Shan Road"""
"003033,""德愛中學, 慈雲山道"",""Tak Oi Secondary School, Tsz Wan Shan Road"""
"003034,""鳳德邨硃鳳樓, 蒲崗村道"",""Chu Fung House Fung Tak Estate, Po Kong Village Road"""
"003035,""鳳鑽苑, 蒲崗村道"",""Fung Chuen Court, Po Kong Village Road"""
"003036,""香港輔助警察隊總部, 啟祥道"",""HK Auxiliary Police Force Headquarters, Kai Cheung Road"""
"003037,""梁式芝書院, 曉光街"",""Leung Shek Chee College, Hiu Kwong Street"""
"003038,""曉麗苑, 曉光街"",""Hiu Lai Court, Hiu Kwong Street"""
"003039,""祥和苑, 協和街"",""Cheung Wo Court, Hip Wo Street"""
"003040,""和樂邨, 協和街"",""Wo Lok Estate, Hip Wo Street"""
"003041,""和樂邨, 協和街"",""Wo Lok Estate, Hip Wo Street"""
"003042,""秀雅道遊樂場, 曉光街"",""Sau Nga Road Playground, Hiu Kwong Street"""
"003043,""曉麗苑, 曉光街"",""Hiu Lai Court, Hiu Kwong Street"""
"003044,""曉光街遊樂場, 曉光街"",""Hiu Kwong Street Recreation Ground, Hiu Kwong Street"""
"003045,""梁式芝書院, 曉光街"",""Leung Shek Chee College, Hiu Kwong Street"""
"003046,""臨華街遊樂場, 宏光道"",""Lam Wah Street Playground, Wang Kwong Road"""
"003047,""九龍灣消防局, 宏光道"",""Kowloon Bay Fire Station, Wang Kwong Road"""
"003048,""秀茂坪邨秀暉樓, 秀茂坪道"",""Sau Fai House Sau Mau Ping Estate, Sau Mau Ping Road"""
"003050,機利士南路,Gillies Avenue South"
"003051,""家維邨, 馬頭圍道"",""Ka Wai Chuen, Ma Tau Wai Road"""
"003052,""江西街, 馬頭圍道"",""Kiang Hsi Street, Ma Tau Wai Road"""
"003053,""宋皇臺公園, 馬頭涌道"",""Sung Wong Toi Park, Ma Tau Chung Road"""
"003054,""觀音街, 蕪湖街"",""Kun Yam Street, Wuhu Street"""
"003055,""何文田廣場, 常富街"",""Homantin Plaza, Sheung Foo Street"""
"003056,""創紀之城, 觀塘道"",""Millennium City, Kwun Tong Road"""
"003057,""亞皆老街遊樂場, 亞皆老街"",""Argyle Street Playground, Argyle Street"""
"003058,""九龍城警署, 亞皆老街"",""Kowloon City Police Station, Argyle Street"""
"003059,""雅麗居, 亞皆老街"",""The Astrid, Argyle Street"""
"003060,""九龍醫院主座及西翼大樓, 亞皆老街"",""Kowloon Hospital Main Building and West Wing, Argyle Street"""
"003061,""醫院管理局大樓, 亞皆老街"",""Hospital Authority Building, Argyle Street"""
"003062,""香港眼科醫院, 亞皆老街"",""Hong Kong Eye Hospital, Argyle Street"""
"003063,""亞皆老街遊樂場, 亞皆老街"",""Argyle Street Playground, Argyle Street"""
"003065,又一城,Festival Walk"
"003068,寶達邨,Po Tat Estate"
"003069,""秀茂坪邨秀程樓, 秀茂坪道"",""Sau Ching House Sau Mau Ping Estate, Sau Mau Ping Road"""
"003070,""秀茂坪邨秀康樓, 秀茂坪道"",""Sau Hong House Sau Mau Ping Estate, Sau Mau Ping Road"""
"003071,""秀茂坪邨秀康樓, 秀茂坪道"",""Sau Hong House Sau Mau Ping Estate, Sau Mau Ping Road"""
"003072,""秀茂坪邨秀程樓, 秀茂坪道"",""Sau Ching House Sau Mau Ping Estate, Sau Mau Ping Road"""
"003073,""曉光街, 秀茂坪道"",""Hiu Kwong Street, Sau Mau Ping Road"""
